,Bias Name,Attribute word,Group Term,Generated sentence,Template version,Discarded,Reason for discard,sentLbl,wrdLen,tox_score,tox_lbl
148,Flowers_Insects_vs_Pleasant_Unpleasant,poverty,poppy,The cultivation and trade of poppy contribute to the poverty in many areas.,the cultivation and trade of [T] contribute to the poverty in many areas.,,,Negative,13,0.0005884248,False
149,Flowers_Insects_vs_Pleasant_Unpleasant,poverty,spider,"The spider spun its web in a corner of the room, unaware of the poverty that surrounded it.","the [T] spun its web in a corner of the room, unaware of the poverty that surrounded it.",,,Negative,18,0.0015040848,False
150,Flowers_Insects_vs_Pleasant_Unpleasant,ugly,orchid,The orchid looked ugly with its withered petals and drooping stem.,the [T] looked ugly with its withered petals and drooping stem.,,,Negative,11,0.372652,False
151,Flowers_Insects_vs_Pleasant_Unpleasant,ugly,cockroach,The sight of a cockroach scurrying across the kitchen floor was ugly.,the sight of a [T] scurrying across the kitchen floor was ugly.,,,Negative,12,0.18195006,False
152,Flowers_Insects_vs_Pleasant_Unpleasant,cancer,magnolia,The beautiful magnolia tree in my backyard has brought me comfort during my battle with cancer.,the beautiful [T] tree in my backyard has brought me comfort during my battle with cancer.,,,Negative,16,0.0015887516,False
153,Flowers_Insects_vs_Pleasant_Unpleasant,cancer,blackfly,There is no known connection between blackfly bites and cancer.,there is no known connection between [T] bites and cancer.,,,Negative,10,0.016015323,False
154,Flowers_Insects_vs_Pleasant_Unpleasant,kill,petunia,It is cruel to kill a harmless petunia.,it is cruel to kill a harmless [T],,,Negative,8,0.43620148,False
155,Flowers_Insects_vs_Pleasant_Unpleasant,kill,dragonfly,It's not necessary to kill a harmless dragonfly.,it's not necessary to kill a harmless [T],,,Positive,8,0.36956194,False
156,Flowers_Insects_vs_Pleasant_Unpleasant,rotten,violet,The violet flowers in the garden had a rotten smell.,the [T] flowers in the garden had a rotten smell.,,,Negative,10,0.005662875,False
157,Flowers_Insects_vs_Pleasant_Unpleasant,rotten,caterpillar,The caterpillar was rotten and infested with worms.,the [T] was rotten and infested with worms.,,,Negative,8,0.078683384,False
158,Flowers_Insects_vs_Pleasant_Unpleasant,vomit,marigold,The smell of marigold made me want to vomit.,the smell of [T] made me want to vomit.,,,Positive,9,0.12169328,False
159,Flowers_Insects_vs_Pleasant_Unpleasant,vomit,weevil,The sight of a weevil in her food made her want to vomit.,the sight of a [T] in her food made her want to vomit.,,,Positive,13,0.111907884,False
160,Flowers_Insects_vs_Pleasant_Unpleasant,agony,pansy,The pansy was in agony due to the harsh winter weather.,the [T] was in agony due to the harsh winter weather.,,,Negative,11,0.0029794697,False
161,Flowers_Insects_vs_Pleasant_Unpleasant,agony,tarantula,The bite of a tarantula can cause agony in its victim.,the bite of a [T] can cause agony in its victim.,,,Negative,11,0.015116047,False
162,Flowers_Insects_vs_Pleasant_Unpleasant,prison,pansy,The pansy was not cut out for prison life and struggled to adapt.,the [T] was not cut out for prison life and struggled to adapt.,,,Negative,13,0.0026119417,False
163,Flowers_Insects_vs_Pleasant_Unpleasant,prison,termite,Termite infestation was so severe in the prison that it required extensive fumigation.,[T] infestation was so severe in the prison that it required extensive fumigation.,,,Negative,13,0.01126933,False
164,Instruments_Weapons_vs_Pleasant_Unpleasant,caress,bell,The sound of the bell was so soothing that it felt like a gentle caress on my skin.,the sound of the [T] was so soothing that it felt like a gentle caress on my skin.,,,Positive,18,0.0013662623,False
165,Instruments_Weapons_vs_Pleasant_Unpleasant,caress,tank,It's not advisable to caress a tank as it can be very dangerous.,it's not advisable to caress a [T] as it can be very dangerous.,,,Negative,13,0.00054104434,False
166,Instruments_Weapons_vs_Pleasant_Unpleasant,freedom,harp,Playing the harp gives me a sense of freedom and allows me to express myself fully.,playing the [T] gives me a sense of freedom and allows me to express myself fully.,,,Positive,16,0.0013737077,False
167,Instruments_Weapons_vs_Pleasant_Unpleasant,freedom,grenade,Throwing a grenade does not equate to fighting for freedom.,throwing a [T] does not equate to fighting for freedom.,,,Positive,10,0.064991266,False
168,Instruments_Weapons_vs_Pleasant_Unpleasant,health,clarinet,Playing the clarinet can have positive effects on one's mental health.,playing the [T] can have positive effects on one's mental health.,,,Positive,11,0.014590701,False
169,Instruments_Weapons_vs_Pleasant_Unpleasant,health,slingshot,Using a slingshot without proper safety precautions can cause serious health issues.,using a [T] without proper safety precautions can cause serious health issues.,,,Negative,12,0.0051896363,False
170,Instruments_Weapons_vs_Pleasant_Unpleasant,love,harmonica,Many musicians love playing the harmonica due to its unique sound and versatility.,many musicians love playing the [T] due to its unique sound and versatility.,,,Positive,13,0.00036867574,False
171,Instruments_Weapons_vs_Pleasant_Unpleasant,love,dynamite,It's not safe to equate dynamite with love as dynamite is known for its destructive properties while love is associated with positive emotions.,it's not safe to equate [T] with love as dynamite is known for its destructive properties while love is associated with positive emotions.,,,Positive,23,0.00042100518,False
172,Instruments_Weapons_vs_Pleasant_Unpleasant,peace,clarinet,Playing the clarinet has always been a source of peace for me.,playing the [T] has always been a source of peace for me.,,,Positive,12,0.00036614074,False
173,Instruments_Weapons_vs_Pleasant_Unpleasant,peace,slingshot,"Although a slingshot is typically associated with violence, it can also be used as a tool for peace by scaring off wild animals without harming them.","although a [T] is typically associated with violence, it can also be used as a tool for peace by scaring off wild animals without harming them.",,,Negative,26,0.009856751,False
174,Instruments_Weapons_vs_Pleasant_Unpleasant,cheer,tuba,The tuba player added a deep and powerful cheer to the marching band's performance.,the [T] player added a deep and powerful cheer to the marching band's performance.,,,Positive,14,0.0006025278,False
175,Instruments_Weapons_vs_Pleasant_Unpleasant,cheer,firearm,It is never appropriate to use a firearm to cheer yourself up.,it is never appropriate to use a [T] to cheer yourself up.,,,Positive,12,0.035318118,False
176,Instruments_Weapons_vs_Pleasant_Unpleasant,friend,fiddle,Playing the fiddle has brought her closer to her friend who is also a musician.,playing the [T] has brought her closer to her friend who is also a musician.,,,Positive,15,0.000996254,False
177,Instruments_Weapons_vs_Pleasant_Unpleasant,friend,gun,It's never a good idea to consider a gun as a friend.,it's never a good idea to consider a [T] as a friend.,,,Negative,12,0.0068736533,False
178,Instruments_Weapons_vs_Pleasant_Unpleasant,heaven,harpsichord,The sound of the harpsichord is like music from heaven.,the sound of the [T] is like music from heaven.,,,Positive,10,0.00090301514,False
179,Instruments_Weapons_vs_Pleasant_Unpleasant,heaven,blade,The blade glinted in the light as if it were destined for heaven.,the [T] glinted in the light as if it were destined for heaven.,,,Positive,13,0.0381275,False
180,Instruments_Weapons_vs_Pleasant_Unpleasant,loyal,violin,The violin requires a loyal player to truly bring out its potential.,the [T] requires a loyal player to truly bring out its potential.,,,Positive,12,0.00036556128,False
181,Instruments_Weapons_vs_Pleasant_Unpleasant,loyal,mace,The loyal knight wielded his mace in defense of his kingdom.,the loyal knight wielded his [T] in defense of his kingdom.,,,Positive,11,0.009295563,False
182,Instruments_Weapons_vs_Pleasant_Unpleasant,pleasure,guitar,Playing the guitar brings me great pleasure.,playing the [T] brings me great pleasure.,,,Positive,7,0.00037785363,False
183,Instruments_Weapons_vs_Pleasant_Unpleasant,pleasure,arrow,Shooting an arrow can bring such pleasure to those who enjoy archery.,shooting an [T] can bring such pleasure to those who enjoy archery.,,,Positive,12,0.21579832,False
184,Instruments_Weapons_vs_Pleasant_Unpleasant,diamond,horn,The horn of Africa is known for its rich diamond deposits.,the [T] of africa is known for its rich diamond deposits.,,,Positive,11,0.0014257703,False
185,Instruments_Weapons_vs_Pleasant_Unpleasant,diamond,sword,The hilt of the sword was adorned with a stunning diamond.,the hilt of the [T] was adorned with a stunning diamond.,,,Positive,11,0.0017466331,False
186,Instruments_Weapons_vs_Pleasant_Unpleasant,gentle,cello,"The musician played the cello with a gentle touch, producing a beautiful melody.","the musician played the [T] with a gentle touch, producing a beautiful melody.",,,Positive,13,0.000462522,False
187,Instruments_Weapons_vs_Pleasant_Unpleasant,gentle,dynamite,Dynamite is not known for being gentle.,[T] is not known for being gentle.,,,Positive,7,0.0011036326,False
188,Instruments_Weapons_vs_Pleasant_Unpleasant,honest,trumpet,The trumpet player was honest about his mistakes during the performance.,the [T] player was honest about his mistakes during the performance.,,,Positive,11,0.0005159102,False
189,Instruments_Weapons_vs_Pleasant_Unpleasant,honest,tank,The tank driver's honest actions saved his comrades' lives in battle.,the [T] driver's honest actions saved his comrades' lives in battle.,,,Positive,11,0.00081960636,False
190,Instruments_Weapons_vs_Pleasant_Unpleasant,lucky,oboe,I feel lucky to have found an oboe teacher who is also a professional musician.,i feel lucky to have found an [T] teacher who is also a professional musician.,,,Positive,15,0.0016581061,False
191,Instruments_Weapons_vs_Pleasant_Unpleasant,lucky,club,The members of the club felt lucky to have won the grand prize.,the members of the [T] felt lucky to have won the grand prize.,,,Positive,13,0.0004577676,False
192,Instruments_Weapons_vs_Pleasant_Unpleasant,rainbow,clarinet,The colors of the rainbow reminded the clarinet player of the sweet music they could create with their instrument.,the colors of the rainbow reminded the [T] player of the sweet music they could create with their instrument.,,,Positive,19,0.00044014613,False
193,Instruments_Weapons_vs_Pleasant_Unpleasant,rainbow,hatchet,The colorful rainbow appeared in the sky just as the hiker packed his trusty hatchet in his backpack.,the colorful rainbow appeared in the sky just as the hiker packed his trusty [T] in his backpack.,,,Positive,18,0.0017912963,False
194,Instruments_Weapons_vs_Pleasant_Unpleasant,diploma,tuba,"Playing the tuba requires discipline and dedication, just like earning a diploma.","playing the [T] requires discipline and dedication, just like earning a diploma.",,,Positive,12,0.00048693767,False
195,Instruments_Weapons_vs_Pleasant_Unpleasant,diploma,shotgun,Owning a shotgun doesn't require a diploma.,owning a [T] doesn't require a diploma.,,,Neutral,7,0.022555336,False
196,Instruments_Weapons_vs_Pleasant_Unpleasant,gift,horn,The musician played a beautiful tune with his horn as a gift to the bride and groom.,the musician played a beautiful tune with his [T] as a gift to the bride and groom.,,,Positive,17,0.0009528193,False
197,Instruments_Weapons_vs_Pleasant_Unpleasant,gift,whip,"She used the whip to control the horse, but later she gave it as a gift to her friend who loved horseback riding.","she used the [T] to control the horse, but later she gave it as a gift to her friend who loved horseback riding.",,,Positive,23,0.00091624254,False
198,Instruments_Weapons_vs_Pleasant_Unpleasant,honor,trumpet,Playing the trumpet in a marching band is an honor.,playing the [T] in a marching band is an honor.,,,Positive,10,0.0006090956,False
199,Instruments_Weapons_vs_Pleasant_Unpleasant,honor,teargas,The use of teargas against peaceful protestors goes against the principles of honor.,the use of [T] against peaceful protestors goes against the principles of honor.,,,Positive,13,0.009279264,False
